A,K,L,M,N,O,P,B,C,D,E,F,G,H,I,J,Q,R,S,T
corrected time (hrs),F3 corr,F5 corr,F7 corr,F9 corr,F11 corr,F13 corr,D3 corr,d5 corr,d7 corr,d9 corr,d11 corr,d13 corr,,,,,,,
9.74164,21.07427,12.79292,7.72186,5.10005,4.9937,5.03953,-11.68092,-8.25465,-6.77249,-5.80536,-5.04061,-4.81439,,,,,,,
9.74233,20.88571,12.38977,7.81263,5.00407,4.91741,5.18477,-11.78357,-8.27764,-6.74139,-5.78387,-4.9017,-4.86921,,,,,,,
9.74298,20.82972,12.90928,7.9551,5.03915,4.83415,5.15486,-11.85338,-8.24159,-6.79835,-5.81354,-5.02152,-4.83682,,,,,,,
9.74364,20.85391,12.92652,8.02882,5.19677,5.07002,5.1964,-11.70577,-8.28695,-6.75101,-5.79412,-5.02078,-4.7428,,,,,,,
9.74432,20.71483,12.74623,7.82662,5.0436,4.91298,5.04255,-11.75676,-8.26364,-6.76435,-5.79503,-5.02744,-4.74472,,,,,,,
9.74496,20.84007,12.76077,7.83196,5.02937,4.64449,5.02064,-11.74077,-8.29476,-6.7321,-5.81323,-4.9786,-4.73086,,,,,,,
9.74559,20.64646,12.64584,7.83386,5.12668,4.82884,4.90724,-11.73829,-8.33321,-6.77946,-5.79723,-4.95719,-4.78593,,,,,,,
9.74623,20.63572,12.65549,7.80344,4.99935,4.98267,5.15239,-11.70986,-8.32297,-6.77364,-5.791,-5.02944,-4.84779,,,,,,,
9.74686,20.80756,12.80036,7.82943,4.97877,4.74534,5.07627,-11.74381,-8.36777,-6.76109,-5.81414,-5.00093,-4.77481,,,,,,,
9.7475,20.76637,12.77779,7.83015,4.99724,4.83972,4.90958,-11.75788,-8.25244,-6.68422,-5.80482,-5.00071,-4.77662,,,,,,,
9.74814,20.98977,12.76963,7.96856,5.01269,4.9696,4.84535,-11.76683,-8.24405,-6.78043,-5.81367,-4.99978,-4.77178,,,,,,,
9.74883,20.79649,12.56213,7.88083,5.09066,4.69337,4.80849,-11.55823,-8.33098,-6.73695,-5.78311,-5.03162,-4.84926,,,,,,,
9.74948,20.83132,12.61957,7.69329,5.06344,4.73505,4.93616,-11.68649,-8.27003,-6.71548,-5.78017,-4.98819,-4.73615,,,,,,,
9.75012,20.61343,12.68851,7.7828,4.97884,4.86664,4.8796,-11.70791,-8.27992,-6.78233,-5.78562,-5.07178,-4.83821,,,,,,,
9.75077,20.65301,12.35567,7.89146,5.06934,4.73578,4.71532,-11.66814,-8.22268,-6.78037,-5.80535,-5.00712,-4.85218,,,,,,,
9.75141,20.62536,12.65198,7.67133,5.04435,5.0767,4.78474,-11.75693,-8.28204,-6.77196,-5.79976,-4.97291,-4.83735,,,,,,,
9.75205,21.02833,12.49961,7.674,5.00366,4.80998,4.71874,-11.77161,-8.28091,-6.78095,-5.80546,-5.0212,-4.76066,,,,,,,
9.7527,20.70745,12.66121,7.76026,4.97218,4.91558,5.17178,-11.74846,-8.27483,-6.76875,-5.79659,-5.03331,-4.78474,,,,,,,
9.75333,20.78447,12.89389,7.89702,4.9349,4.78386,5.06365,-11.76891,-8.29795,-6.75823,-5.809,-5.0105,-4.77631,,,,,,,
9.75396,20.74145,12.81933,7.63945,5.10165,4.88858,4.95795,-11.68199,-8.30901,-6.74654,-5.79574,-4.98779,-4.77533,,,,,,,
9.7546,20.93821,12.83085,7.70516,5.19298,4.96218,5.09527,-11.72812,-8.17507,-6.77457,-5.8128,-4.98537,-4.80722,,,,,,,
9.75522,20.74246,12.79203,7.93774,5.10372,4.91542,5.00928,-11.74669,-8.35362,-6.6885,-5.81288,-5.04897,-4.83586,,,,,,,
9.75586,20.98945,13.12358,8.02781,5.04101,4.91494,4.96574,-11.7725,-8.25335,-6.73381,-5.79105,-5.04185,-4.79886,,,,,,,
9.75649,20.64908,12.64107,7.89171,5.0043,4.94302,4.95887,-11.71059,-8.32615,-6.7882,-5.85777,-5.00755,-4.79543,,,,,,,
9.75712,20.87746,12.60176,7.72234,4.94203,4.84287,4.98311,-11.7571,-8.31272,-6.78205,-5.80474,-4.99499,-4.80795,,,,,,,
9.75779,21.07072,12.64032,7.72455,4.97325,4.82339,4.99808,-11.71533,-8.2521,-6.75868,-5.80807,-5.00217,-4.74505,,,,,,,
9.75848,20.99019,12.67694,7.77141,4.97945,4.9569,4.92686,-11.7905,-8.40444,-6.70714,-5.78741,-4.98488,-4.88356,,,,,,,
9.75913,20.8268,12.80425,7.82044,5.13345,4.96746,5.15909,-11.70607,-8.41324,-6.70592,-5.765,-4.98995,-4.73369,,,,,,,
9.75977,20.65686,12.74538,7.81808,5.14014,4.95077,5.03127,-11.68588,-8.26311,-6.76566,-5.7778,-4.99565,-4.81568,,,,,,,
9.76042,20.80589,12.5242,7.87259,5.09408,4.90959,4.87321,-11.70286,-8.16819,-6.70828,-5.80268,-4.99748,-4.6756,,,,,,,
9.76105,20.90227,12.72812,7.78556,4.98706,4.93383,4.80493,-11.66787,-8.3004,-6.72523,-5.83999,-5.04453,-4.80703,,,,,,,
9.76171,20.64529,12.9012,7.9204,4.99172,4.91467,4.87552,-11.703,-8.25774,-6.78208,-5.83151,-5.07701,-4.77576,,,,,,,
9.76239,20.83575,12.52664,7.8209,5.0777,4.80758,4.92003,-11.62915,-8.19319,-6.72536,-5.81234,-4.99826,-4.75235,,,,,,,
9.76304,20.7997,12.40521,8.02493,5.14645,4.92857,4.82156,-11.77554,-8.2927,-6.78673,-5.78622,-4.98911,-4.77111,,,,,,,
9.76373,20.87788,12.60339,7.9267,5.11214,4.9654,4.79096,-11.808,-8.23952,-6.73185,-5.78618,-5.00617,-4.72189,,,,,,,
9.76436,21.04711,12.58187,7.75821,4.93532,4.84455,5.08211,-11.80043,-8.25316,-6.72445,-5.79544,-4.98201,-4.83544,,,,,,,
9.76501,20.8098,12.77493,7.85514,5.14906,4.9234,5.21464,-11.65205,-8.27742,-6.75898,-5.80555,-4.98826,-4.80763,,,,,,,
9.76571,20.6238,12.73832,7.86626,5.05244,5.00763,5.05059,-11.865,-8.34807,-6.71733,-5.79868,-5.0111,-4.86989,,,,,,,
9.76639,21.01606,12.77405,7.8625,5.02296,4.80457,5.1072,-11.73621,-8.26205,-6.72669,-5.79703,-4.99786,-4.84181,,,,,,,
9.76705,20.92161,12.57843,7.89719,5.10303,4.82785,4.88081,-11.75487,-8.29561,-6.72356,-5.80375,-5.01732,-4.84105,,,,,,,
9.7677,20.7246,12.88078,7.73791,4.89664,4.84575,5.0291,-11.79004,-8.38768,-6.78135,-5.81167,-4.9819,-4.67703,,,,,,,
9.76834,20.80284,12.43765,7.70046,4.84943,4.92329,5.055,-11.72803,-8.29882,-6.76075,-5.8368,-4.98658,-4.8378,,,,,,,
9.76899,20.71137,12.61511,7.76552,4.888,4.86679,5.14694,-11.74065,-8.29181,-6.74412,-5.80271,-4.97793,-4.81375,,,,,,,
9.7697,20.80924,12.64857,7.7923,5.05411,4.88487,5.05471,-11.76963,-8.2743,-6.76815,-5.79639,-5.00188,-4.76953,,,,,,,
9.77034,20.69745,12.98263,7.84192,5.10345,4.86984,5.04038,-11.70117,-8.33186,-6.76495,-5.77265,-4.93693,-4.89393,,,,,,,
9.77097,20.88616,12.89627,7.92722,4.95684,5.02072,4.84732,-11.67648,-8.25871,-6.72911,-5.78642,-4.97968,-4.80312,,,,,,,
9.7716,20.91674,12.63686,7.73288,4.91318,4.84911,5.01341,-11.80593,-8.25596,-6.75896,-5.78882,-4.95337,-4.75444,,,,,,,
9.77225,20.9502,12.77582,7.93342,5.10042,4.92258,4.89753,-11.6878,-8.2441,-6.79103,-5.79619,-5.01083,-4.78327,,,,,,,
9.77294,20.80802,12.59197,7.79637,5.06788,4.97484,4.93723,-11.74549,-8.2837,-6.74418,-5.79628,-5.02716,-4.74004,,,,,,,
9.77358,20.89749,12.79903,7.91709,5.08032,4.74226,4.82927,-11.79112,-8.32529,-6.7179,-5.80291,-4.97893,-4.84061,,,,,,,
9.77421,20.64939,12.62036,7.73474,5.08422,4.78544,4.90881,-11.75175,-8.21582,-6.76905,-5.80594,-5.02259,-4.72905,,,,,,,
9.77488,20.62842,12.8145,8.01443,4.96985,4.89439,5.06895,-11.75221,-8.27977,-6.83087,-5.79662,-5.04178,-4.76853,,,,,,,
9.77551,20.83695,12.88458,7.74056,5.11259,4.81009,5.1785,-11.67517,-8.15966,-6.76323,-5.80068,-5.01878,-4.81511,,,,,,,
9.77621,20.64573,12.66893,7.82305,5.01229,4.91374,5.26974,-11.68202,-8.28764,-6.75866,-5.8048,-5.01237,-4.76842,,,,,,,
9.77685,20.77832,12.81379,7.88895,5.06299,4.78233,4.87864,-11.76122,-8.26256,-6.84558,-5.80425,-4.96303,-4.69415,,,,,,,
9.77748,20.76873,12.68915,7.72213,4.94117,4.89045,4.65324,-11.72588,-8.33176,-6.75216,-5.81891,-5.02598,-4.74299,,,,,,,
9.77816,20.89994,12.85634,8.00387,4.89817,4.84868,5.00162,-11.73392,-8.18994,-6.75053,-5.80891,-4.9924,-4.77887,,,,,,,
9.77879,21.07205,12.69073,7.89168,4.95796,4.80536,4.54208,-11.69596,-8.32845,-6.75974,-5.81741,-5.03609,-4.76965,,,,,,,
9.77949,20.88048,12.81298,7.73718,4.96678,4.91958,4.84723,-11.72486,-8.2377,-6.82095,-5.82127,-5.01209,-4.72278,,,,,,,
9.78018,20.91295,12.62292,7.91311,5.0495,4.88899,4.93843,-11.66998,-8.28035,-6.84209,-5.79787,-4.99092,-4.89068,,,,,,,
9.78082,20.77143,12.43524,7.87699,5.07215,4.86305,4.92583,-11.75423,-8.19417,-6.74486,-5.79118,-5.0116,-4.85547,,,,,,,
9.78145,20.91267,12.41292,7.86309,5.02117,4.96523,5.07963,-11.70576,-8.34693,-6.70328,-5.78805,-5.00308,-4.73499,,,,,,,
9.78208,20.62712,12.65993,7.8796,5.01047,4.81475,4.92262,-11.78455,-8.33771,-6.7322,-5.79926,-4.9421,-4.81975,,,,,,,
9.78273,20.90695,12.5686,7.90953,5.01441,5.12207,5.11151,-11.73448,-8.20304,-6.75901,-5.82051,-5.0003,-4.83671,,,,,,,
9.7834,20.77668,12.51918,7.93353,5.05372,4.81608,4.97457,-11.72217,-8.25984,-6.73147,-5.81507,-4.97359,-4.77286,,,,,,,
9.78401,20.85486,12.75231,7.83301,4.98437,4.8104,4.73353,-11.79036,-8.29125,-6.77635,-5.78458,-4.97046,-4.77239,,,,,,,
9.78472,20.82999,12.91248,7.95909,5.0226,4.91377,4.98636,-11.70593,-8.37189,-6.77743,-5.80482,-5.02936,-4.79027,,,,,,,
9.78542,20.85773,12.64109,7.9313,5.09838,4.97738,5.00581,-11.77278,-8.26936,-6.74449,-5.79566,-4.95038,-4.62659,,,,,,,
9.78607,20.81729,12.70383,7.97843,5.19799,4.90242,5.20762,-11.72421,-8.2603,-6.7036,-5.78432,-4.98893,-4.83804,,,,,,,
9.78671,20.93061,12.49973,7.80151,5.15788,4.87341,5.01429,-11.73046,-8.22998,-6.7454,-5.77592,-5.00224,-4.81943,,,,,,,
9.78735,20.90298,12.81364,7.83202,5.06592,4.87906,5.08882,-11.79463,-8.21276,-6.74818,-5.80946,-4.97985,-4.7335,,,,,,,
9.788,20.79326,12.67793,7.84034,4.91195,4.71966,4.7329,-11.77832,-8.26598,-6.69963,-5.80597,-5.028,-4.77465,,,,,,,
9.7887,20.70007,12.77006,7.75957,5.03859,4.84675,4.72825,-11.67694,-8.25399,-6.7818,-5.81497,-4.95589,-4.80175,,,,,,,
9.78939,20.83695,12.57538,7.8965,4.98047,4.91748,4.72131,-11.78762,-8.27379,-6.70314,-5.78261,-5.09562,-4.79569,,,,,,,
9.79003,21.09645,12.68004,7.72707,5.01496,4.88401,4.90112,-11.74289,-8.27207,-6.77665,-5.78347,-4.98113,-4.75992,,,,,,,
9.79073,20.46475,12.8939,7.85125,5.00244,4.87248,4.96485,-11.65705,-8.30796,-6.77412,-5.81164,-4.98529,-4.83201,,,,,,,
9.79137,21.04256,12.94236,7.76039,5.16675,5.01884,5.12015,-11.68458,-8.2977,-6.71119,-5.81398,-4.97277,-4.732,,,,,,,
9.79207,20.55391,12.66342,7.98682,4.97275,4.91376,5.00625,-11.76148,-8.24977,-6.7466,-5.80935,-4.97735,-4.79968,,,,,,,
9.79266,20.83103,12.68678,7.79295,4.95333,4.96187,4.9164,-11.76927,-8.27762,-6.7801,-5.805,-4.97631,-4.81014,,,,,,,
9.79337,21.02053,12.63932,7.79774,4.96791,4.93731,4.78279,-11.71134,-8.30409,-6.72645,-5.80362,-5.0143,-4.73067,,,,,,,
9.79405,20.74104,12.93035,7.70723,5.01944,4.904,4.61759,-11.77362,-8.26433,-6.75748,-5.82953,-4.97092,-4.85742,,,,,,,
9.79467,20.84433,12.96067,7.87265,5.03941,4.80057,4.96272,-11.78442,-8.38645,-6.82124,-5.80409,-5.00729,-4.8681,,,,,,,
9.79538,20.84258,12.64642,7.89096,5.04284,4.81376,4.86626,-11.79959,-8.24468,-6.79319,-5.81723,-5.0194,-4.769,,,,,,,
9.79608,21.05227,12.60092,7.6912,4.95268,4.8945,4.77456,-11.68014,-8.31268,-6.8242,-5.78767,-4.99669,-4.80191,,,,,,,
9.79677,20.61654,12.63868,7.86789,5.02725,4.95829,4.96194,-11.76609,-8.31751,-6.74129,-5.76199,-5.01716,-4.84306,,,,,,,
9.79743,20.79445,12.42326,7.84144,4.99354,4.84667,5.02036,-11.67385,-8.26584,-6.75577,-5.78767,-4.97126,-4.83936,,,,,,,
9.79811,20.80155,12.72168,7.5784,5.09284,4.8219,4.93851,-11.71535,-8.30792,-6.74288,-5.79064,-4.97631,-4.79175,,,,,,,
9.79876,20.91554,12.91632,7.81445,4.90527,4.82491,4.82134,-11.71474,-8.27713,-6.78907,-5.78601,-5.02406,-4.78977,,,,,,,
9.79944,20.96018,12.69903,7.8468,4.96465,4.8969,4.91294,-11.79373,-8.16224,-6.77085,-5.79055,-4.94972,-4.78952,,,,,,,
9.80011,20.85783,12.77105,8.02583,4.93539,4.87472,4.96017,-11.75625,-8.36506,-6.80624,-5.78503,-5.02189,-4.68995,,,,,,,
9.80079,20.82281,12.76199,7.81493,5.05626,4.72434,4.96802,-11.77134,-8.18801,-6.75492,-5.79822,-5.02231,-4.75613,,,,,,,
9.80143,20.95798,12.78674,7.83082,5.05055,4.92149,5.00139,-11.75481,-8.32227,-6.77113,-5.79711,-4.92868,-4.72197,,,,,,,
9.80208,20.7527,12.43045,7.9049,5.13217,4.81194,4.86743,-11.76648,-8.3419,-6.75878,-5.81556,-4.96735,-4.76004,,,,,,,
9.80273,20.65252,12.46284,8.00623,5.02362,4.9534,5.01707,-11.70594,-8.28777,-6.73839,-5.81858,-4.96406,-4.7663,,,,,,,
9.80341,20.90362,12.5976,7.81467,5.03646,4.92631,5.04981,-11.72297,-8.28585,-6.71844,-5.79616,-4.96335,-4.92593,,,,,,,
9.80403,20.81955,12.69236,7.87929,5.04081,4.85553,4.86397,-11.79377,-8.32357,-6.76867,-5.79562,-5.03157,-4.78073,,,,,,,
9.80473,20.80114,12.67315,7.80812,5.01968,4.78106,4.94538,-11.76227,-8.21418,-6.7695,-5.80942,-5.01791,-4.76007,,,,,,,
9.80542,20.79887,12.82769,7.93705,5.08888,4.83508,5.059,-11.72126,-8.33479,-6.74921,-5.80131,-5.01823,-4.74889,,,,,,,
9.80605,20.94514,12.70923,7.84865,4.97312,4.85748,4.9465,-11.8183,-8.18607,-6.8086,-5.82296,-5.02339,-4.78665,,,,,,,
9.8067,21.02555,12.50823,7.91923,4.9691,4.94947,5.0564,-11.74029,-8.23478,-6.74027,-5.81278,-4.99094,-4.79756,,,,,,,
9.80739,20.96993,12.68358,7.75462,5.22957,4.82314,5.28553,-11.69366,-8.24635,-6.77406,-5.80801,-4.89457,-4.77413,,,,,,,
9.80803,21.03103,12.68336,7.93337,5.11732,4.84499,4.94057,-11.76046,-8.31187,-6.76128,-5.81717,-4.92063,-4.65042,,,,,,,
9.80867,20.87642,12.78815,7.85364,5.08085,4.97123,4.73878,-11.77049,-8.30601,-6.7975,-5.80833,-4.95386,-4.78751,,,,,,,
9.80936,20.90393,12.55581,7.8203,5.0346,5.011,4.83662,-11.68626,-8.23358,-6.82757,-5.81975,-4.95252,-4.75837,,,,,,,
9.81001,21.03046,12.64658,7.83699,4.94482,4.77188,4.96307,-11.68002,-8.37047,-6.73743,-5.79843,-4.92678,-4.71926,,,,,,,
9.81065,20.75688,12.57397,7.81418,4.96562,4.83353,4.75108,-11.78853,-8.28669,-6.76148,-5.8062,-4.96601,-4.84348,,,,,,,
9.8113,21.02298,12.66991,7.84443,5.00206,4.988,5.04328,-11.75099,-8.27434,-6.73463,-5.8057,-4.98667,-4.78945,,,,,,,
9.81193,20.93895,12.76856,7.88227,5.0031,4.80473,4.6733,-11.76173,-8.30957,-6.73135,-5.82666,-4.98093,-4.75545,,,,,,,
9.81259,20.61717,12.61072,7.74671,5.11149,4.7048,5.19697,-11.71484,-8.30607,-6.73715,-5.77499,-4.99356,-4.76424,,,,,,,
9.81323,20.95975,12.659,7.99512,5.04164,4.90422,5.07706,-11.8064,-8.37524,-6.78004,-5.79788,-5.02168,-4.7846,,,,,,,
9.81389,20.91068,12.64526,7.91861,4.93093,4.84234,4.84794,-11.77092,-8.34146,-6.7518,-5.77762,-5.0223,-4.8961,,,,,,,
9.81457,20.6873,12.93585,7.98195,5.1637,4.99198,5.00599,-11.73595,-8.2296,-6.72718,-5.80578,-4.96518,-4.79682,,,,,,,
9.81521,20.77177,12.67716,7.86164,4.95876,4.9403,4.92112,-11.71406,-8.29144,-6.78211,-5.80183,-5.0342,-4.76333,,,,,,,
9.81592,20.88006,12.57628,7.86486,4.95957,4.86972,4.58507,-11.78355,-8.3666,-6.77425,-5.8176,-5.03818,-4.79751,,,,,,,
9.8166,20.95847,12.4671,7.88479,4.97892,4.92534,4.90146,-11.75175,-8.30748,-6.78403,-5.8003,-5.03994,-4.82654,,,,,,,
9.81724,20.82457,12.57655,7.82323,4.97095,5.1255,4.97612,-11.79409,-8.25105,-6.74468,-5.8118,-4.9621,-4.8423,,,,,,,
9.81787,20.67082,12.69165,7.93608,5.15581,4.89529,5.28253,-11.78465,-8.34747,-6.71647,-5.80439,-5.00798,-4.93657,,,,,,,
9.81846,20.84185,13.02564,7.90723,5.13143,4.96462,4.88129,-11.75267,-8.40709,-6.66002,-5.81275,-5.00188,-4.79461,,,,,,,
9.81916,20.84205,12.96505,7.68199,5.01822,4.88314,5.01334,-11.7229,-8.25799,-6.7559,-5.78024,-4.99879,-4.74605,,,,,,,
9.8198,20.97576,12.72066,7.92309,4.99527,4.86364,4.82609,-11.69407,-8.21596,-6.73836,-5.794,-5.01584,-4.84479,,,,,,,
9.82044,20.94602,12.69375,7.9502,5.05769,5.00546,5.0421,-11.73981,-8.24703,-6.7288,-5.80133,-4.9953,-4.81159,,,,,,,
9.82109,20.91468,12.74664,7.85481,4.95226,4.87848,5.01886,-11.79684,-8.20457,-6.77757,-5.80976,-4.97744,-4.78888,,,,,,,
9.82173,20.96328,12.72672,7.91616,5.01436,4.92356,4.72793,-11.75423,-8.29966,-6.86013,-5.80471,-5.01251,-4.81738,,,,,,,
9.82239,20.89061,12.43387,7.74018,4.94023,4.77578,4.89874,-11.80235,-8.31351,-6.77993,-5.80667,-4.95421,-4.6824,,,,,,,
9.82307,20.66053,12.50208,7.84854,5.06581,4.99066,4.89543,-11.72053,-8.31671,-6.73239,-5.75025,-5.05057,-4.8352,,,,,,,
9.8237,20.74883,12.78448,7.79658,5.08168,4.76367,5.1616,-11.78147,-8.30326,-6.82105,-5.7998,-4.99741,-4.77246,,,,,,,
9.82434,20.88804,12.60506,8.02406,5.15719,4.80156,4.9104,-11.73727,-8.32867,-6.74491,-5.79308,-5.01411,-4.72359,,,,,,,
9.82497,20.94758,12.43547,7.79397,4.99131,4.9702,4.81359,-11.7353,-8.29908,-6.75809,-5.80169,-4.99742,-4.80067,,,,,,,
9.82561,20.86728,12.66657,7.87352,4.98827,4.70844,5.05882,-11.80008,-8.34244,-6.74959,-5.80726,-4.98682,-4.73758,,,,,,,
9.82624,20.86747,12.924,7.82053,4.92172,4.70793,5.13138,-11.91032,-8.27016,-6.73348,-5.78666,-4.94674,-4.87436,,,,,,,
9.8269,20.94546,12.75668,7.82793,4.88481,4.87517,4.7117,-11.7303,-8.21442,-6.68336,-5.78211,-4.97369,-4.80646,,,,,,,
9.82759,20.85391,12.50869,7.67843,4.98087,4.86603,4.89729,-11.82393,-8.23839,-6.7788,-5.80494,-5.00263,-4.86476,,,,,,,
9.82823,20.76096,12.65132,7.92315,5.10037,4.97229,5.06332,-11.78928,-8.29448,-6.78241,-5.7713,-4.96056,-4.82866,,,,,,,
9.82888,20.75883,12.70015,7.89106,5.25064,5.04345,5.28719,-11.72924,-8.30424,-6.7352,-5.7954,-4.96379,-4.84253,,,,,,,
9.82953,20.97518,12.55294,7.77927,5.04256,4.9449,5.26671,-11.71655,-8.29976,-6.74506,-5.79482,-5.00683,-4.74537,,,,,,,
9.83023,20.79117,12.59796,7.71048,5.03799,4.83631,5.06775,-11.73973,-8.31406,-6.7957,-5.78497,-4.94414,-4.75923,,,,,,,
9.83087,20.82519,12.49623,7.77514,5.07121,4.87508,4.89461,-11.8118,-8.38939,-6.77187,-5.80745,-5.05302,-4.67808,,,,,,,
9.8315,20.88567,12.81054,7.93121,5.05401,4.93043,5.10212,-11.72987,-8.27029,-6.76525,-5.8027,-4.95262,-4.67528,,,,,,,
9.83217,20.82105,12.74969,7.71471,5.03393,4.88504,4.84144,-11.78713,-8.3228,-6.7746,-5.8014,-4.95884,-4.75204,,,,,,,
9.83284,20.82355,12.70798,7.80184,5.04185,4.71218,5.01343,-11.75893,-8.316,-6.7815,-5.81083,-5.00947,-4.8028,,,,,,,
9.83347,20.85543,12.92785,7.97923,4.94315,5.01762,4.6667,-11.77119,-8.28704,-6.75301,-5.78646,-5.00665,-4.76126,,,,,,,
9.83413,20.7213,12.76049,7.93703,5.12938,4.83312,5.00698,-11.76228,-8.24652,-6.76482,-5.78136,-4.98196,-4.82109,,,,,,,
9.83482,20.93277,12.69583,7.83737,4.96888,4.96463,5.32357,-11.81164,-8.28134,-6.70678,-5.7692,-5.03467,-4.74056,,,,,,,
9.83546,20.97396,12.69569,7.88678,5.02748,4.88256,5.03236,-11.82614,-8.308,-6.77447,-5.77753,-4.97954,-4.80429,,,,,,,
9.83616,20.81725,12.37584,7.80514,5.10276,4.85424,4.90859,-11.73944,-8.36162,-6.88218,-5.82818,-4.92715,-4.80434,,,,,,,
9.83681,20.8013,12.60595,7.69829,4.93729,4.94502,4.78594,-11.80693,-8.33568,-6.73468,-5.82054,-5.00093,-4.81808,,,,,,,
9.83747,20.91869,12.82654,7.87379,4.99349,4.78408,4.92101,-11.7718,-8.22019,-6.88697,-5.81604,-4.96497,-4.7583,,,,,,,
9.83816,20.84206,12.63557,7.81864,5.00538,5.00825,4.82151,-11.77555,-8.2119,-6.72485,-5.7864,-5.02563,-4.8069,,,,,,,
9.83881,20.88503,12.65395,7.74137,5.06777,4.94568,5.40634,-11.75302,-8.3311,-6.74641,-5.79936,-5.04419,-4.75063,,,,,,,
9.83952,20.95086,12.8395,7.95969,5.11727,4.95717,5.21412,-11.73071,-8.21106,-6.81144,-5.78794,-4.98304,-4.88454,,,,,,,
9.8402,20.88716,12.75429,7.965,4.92397,4.9573,5.0662,-11.76587,-8.23066,-6.83566,-5.78862,-5.02471,-4.82599,,,,,,,
9.84087,20.93383,12.76049,7.81591,5.04643,5.07264,4.97673,-11.76486,-8.23486,-6.71824,-5.81514,-4.98144,-4.80074,,,,,,,
9.84158,20.54562,12.67229,7.75766,5.00162,4.99642,5.0783,-11.73052,-8.28391,-6.75652,-5.81311,-4.97516,-4.79321,,,,,,,
9.84228,20.98869,12.88536,7.90954,4.96883,4.83891,4.895,-11.7813,-8.35603,-6.72142,-5.83299,-4.9474,-4.88034,,,,,,,
9.84298,20.86455,12.72958,8.02345,5.09751,4.8716,4.89017,-11.79281,-8.26998,-6.74368,-5.80027,-4.97721,-4.84287,,,,,,,
9.84369,20.92429,12.94256,7.89963,5.00974,4.83283,4.88371,-11.72264,-8.31454,-6.70324,-5.78934,-4.96001,-4.8302,,,,,,,
9.84438,20.76295,12.78188,7.80421,5.10178,4.93367,5.03669,-11.81316,-8.32537,-6.7087,-5.78596,-4.96374,-4.77367,,,,,,,
9.84503,20.95445,12.71373,7.94309,5.14723,4.87506,5.02623,-11.78483,-8.32128,-6.75551,-5.78681,-5.03457,-4.84612,,,,,,,
9.84567,20.83082,12.78124,7.89236,5.00197,4.71698,4.73674,-11.81327,-8.21067,-6.79346,-5.79514,-4.99745,-4.76683,,,,,,,
9.84632,21.15928,12.82754,7.90308,5.01547,4.82976,4.56342,-11.76858,-8.31436,-6.72661,-5.80861,-4.96877,-4.78069,,,,,,,
9.84697,20.62688,12.54854,7.66737,4.98043,4.88005,4.97059,-11.70648,-8.22344,-6.72652,-5.78323,-4.98006,-4.74208,,,,,,,
9.84767,20.79527,12.83701,7.84769,4.98574,4.96698,4.94105,-11.78756,-8.26447,-6.78789,-5.80721,-4.96092,-4.76365,,,,,,,
9.84834,20.99343,12.67754,7.78475,5.07641,5.00907,4.87697,-11.74509,-8.33314,-6.75526,-5.7886,-4.94672,-4.8025,,,,,,,
9.84901,20.92254,12.61188,7.84025,4.93236,4.8349,4.88509,-11.78617,-8.33428,-6.72821,-5.81199,-4.96765,-4.83421,,,,,,,
9.84964,20.87512,12.80615,7.95833,5.11575,5.01129,5.0532,-11.80834,-8.35359,-6.71457,-5.81369,-4.94631,-4.8352,,,,,,,
9.85028,20.79502,12.67452,7.81111,5.05061,4.88918,5.33632,-11.79515,-8.21518,-6.75268,-5.78598,-5.02604,-4.76411,,,,,,,
9.85091,20.97421,12.48351,7.92797,5.03295,4.88152,4.95502,-11.83266,-8.26703,-6.7929,-5.79609,-4.96254,-4.74943,,,,,,,
9.85154,21.08704,12.6335,7.88366,5.00503,4.86586,4.87251,-11.78045,-8.14251,-6.73532,-5.79763,-4.98098,-4.75164,,,,,,,
9.8522,20.98783,12.7723,7.89859,5.0272,4.82541,5.05307,-11.72956,-8.30722,-6.74633,-5.80368,-4.98225,-4.70904,,,,,,,
9.85288,20.80621,12.7678,7.75752,5.13444,4.86313,4.94773,-11.76367,-8.38413,-6.69538,-5.81889,-4.97881,-4.84863,,,,,,,
9.85353,20.79512,12.74163,7.87323,4.92242,4.92024,4.86209,-11.71656,-8.31134,-6.67009,-5.81279,-5.01954,-4.87183,,,,,,,
9.85417,21.12518,12.68553,7.88481,4.96159,4.99175,4.85486,-11.83597,-8.24781,-6.77314,-5.82945,-4.95712,-4.79803,,,,,,,
9.85482,20.98837,12.87262,7.76243,5.1253,4.83549,4.94782,-11.74856,-8.32506,-6.77849,-5.78347,-4.9491,-4.81759,,,,,,,
9.85546,20.74603,12.8244,7.78696,5.26408,4.95097,5.09882,-11.74777,-8.26037,-6.71114,-5.79622,-5.00058,-4.8085,,,,,,,
9.8561,21.09966,12.93501,7.81502,5.07302,4.92693,4.97242,-11.70525,-8.26794,-6.68204,-5.78223,-4.98502,-4.82645,,,,,,,
9.85673,20.9423,12.61293,7.79169,5.04655,4.8246,4.74638,-11.77222,-8.23838,-6.76184,-5.81847,-4.94997,-4.74445,,,,,,,
9.85738,21.08881,12.78774,7.85725,5.16337,4.82721,4.76107,-11.77887,-8.26944,-6.76303,-5.81735,-5.03486,-4.89989,,,,,,,
9.85801,20.75736,12.37628,7.98734,4.95089,4.92097,4.98929,-11.7457,-8.27669,-6.76857,-5.79467,-4.93823,-4.78791,,,,,,,
